id,Title,Artist,Album,Duration,Media Type
358,Eurydice,Weather Report,Weather Report,00:05:44,track
359,Fast City,Weather Report,Night Passage,00:06:17,track
360,Harlequin,Weather Report,Heavy Weather,00:04:01,track
361,Havona,Weather Report,Heavy Weather,00:05:59,track
362,In A Silent Way,Weather Report,8:30,00:02:50,track
363,Indiscretions,Weather Report,Sportin' Life,00:04:05,track
364,"Jungle Stuff, Part I",Weather Report,This Is This,00:04:46,track
365,Man With The Copper Fingers,Weather Report,This Is This,00:06:14,track
366,Manolete,Weather Report,Sweetnighter,00:05:58,track
367,Milky Way,Weather Report,Weather Report,00:02:34,track
368,Miroslav's Tune,Weather Report,Mysterious Traveller,00:05:25,track
369,Morning Lake,Weather Report,Weather Report,00:04:27,track
370,Punk Jazz,Weather Report,Mr. Gone,00:05:08,track
371,Rockin' In Rhythm,Weather Report,Night Passage,00:03:02,track
372,River People,Weather Report,Mr. Gone,00:04:50,track
373,Second Sunday In August,Weather Report,I Sing The Body Electric,00:04:13,track
374,Tears,Weather Report,Weather Report,00:03:27,track
375,Teen Town,Weather Report,Heavy Weather,00:02:52,track
376,The Orphan,Weather Report,8:30,00:03:18,track
377,Three Clowns,Weather Report,Black Market,00:03:21,track
378,Umbrellas,Weather Report,Weather Report,00:03:28,track
379,When It Was Now,Weather Report,Weather Report,00:04:47,track
380,Music To Watch Girls Go By,Roger & The Wraybands,Chicago Surf Rally,00:02:27,track
381,Grand Big Kiss,RvB,2020,00:03:04,track
382,Sweet Nothin's,Brenda Lee,Billboard Top Rock'n'Roll Hits 1960,00:02:25,track
383,Peggy Sue,Buddy Holly & The Picks,The Very Best Of Rock'N'Roll C,00:02:31,track
384,Every Day,Buddy Holly,American Rock 'N' Roll Anthems - CD1,00:02:07,track
385,Heartbeat,Buddy Holly,60 Rock N Roll Jukebox-CD 1,00:02:09,track
386,Maybe Baby,Buddy Holly,All-Time Greatest Hits: Disc Two,00:02:04,track
387,Peggy Sue Got Married,Buddy Holly,100 Hits Legends Of Rock'n'Roll - Disc 2,00:02:04,track
388,That'll Be The Day,Buddy Holly,60 Rock N Roll Jukebox-CD 2,00:02:17,track
389,Think It Over,Buddy Holly,All-Time Greatest Hits: Disc One,00:01:48,track
390,Matchbox,Carl Perkins,American Rock 'N' Roll Anthems - CD2,00:02:08,track
391,Let's Twist Again,Chubby Checker,Greatest Hits of the 50's & 60's - Vol.2,00:02:24,track
392,The Twist,Chubby Checker,Billboard Top Rock'n'Roll Hits 1960,00:02:36,track
393,You Never Can Tell,Chuck Berry,Unknown,00:02:43,track
394,Maybelline,Chuck Berry,The Very Best Of Rock'N'Roll C,00:02:36,track
395,Rock & Roll Music,Chuck Berry,100 Hits Legends Of Rock'n'Roll - Disc 1,00:02:32,track
396,Rock Over Beethoven,Chuck Berry,American Rock 'N' Roll Anthems - CD1,00:02:24,track
397,Hats Off To Larry,Del Shannon,Greatest Hits of the 50's & 60's - Vol.4,00:02:07,track
398,I Go To Pieces,Del Shannon,Rock'N'Roll  - CD 02,00:02:28,track
399,Little Town Flirt,Del Shannon,Rock 'n' Roll (disc 3),00:02:50,track
400,Runaround Sue,Del Shannon,25 Rock'N'Roll Hits - CD 01,00:02:39,track
401,A Teenager In Love,Dion And The Belmonts,Unknown,00:02:38,track
402,Runaround Sue,Dion And The Belmonts,60 Rock N Roll Jukebox-CD 1,00:02:44,track
403,C'mon Everybody,Eddie Cochran,Pure Rock & Roll CD 3,00:01:57,track
404,Summertime Blues,Eddie Cochran,"Golden Hits of the 50' and 60's, volume 3",00:01:54,track
405,Three Steps To Heaven,Eddie Cochran,100 Hits - Classic 60s Disc 5,00:02:22,track
406,Twenty Flight Rock,Eddie Cochran,Pure  Rock & Roll CD 1,00:01:46,track
407,Weekend,Eddie Cochran,100 Hits Legends Of Rock'n'Roll - Disc 3,00:01:51,track
408,All Shook Up,Elvis Presley,Billboard Top Rock'n'Roll Hits 1957,00:02:00,track
409,Don't Be Cruel,Elvis Presley,Billboard Top Rock'n'Roll Hits 1956,00:02:04,track
410,Heartbreak Hotel,Elvis Presley,American Rock 'N' Roll Anthems - CD2,00:02:09,track
411,Hound Dog,Elvis Presley,Billboard Top Rock'n'Roll Hits 1956,00:02:18,track
412,Love Me Tender,Elvis Presley,American Rock 'N' Roll Anthems - CD2,00:02:42,track
413,That's All Right,Elvis Presley,Unknown,00:01:56,track
414,Good Golly Miss Molly,Gene Vincent & The Shouts,Pure Rock & Roll CD 3,00:02:18,track
415,Another Saturday Night,Gene Vincent,Pure Rock & Roll CD 2,00:01:43,track
416,Rip It Up,Gene Vincent,Unknown,00:02:43,track
417,Milkshake Mademoiselle,Jerry Lee Lewis,Unknown,00:02:07,track
418,Sweet Little Sixteen,Jerry Lee Lewis,The very Best of Rock'n Roll C,00:02:56,track
419,Dimples,John Lee Hooker,Unknown,00:02:10,track
420,Be Bop A Lula,John Lennon,Unknown,00:02:36,track
421,Johnny Remember Me,John Leyton,Greatest Hits of The 60's Cd7,00:02:41,track
422,Ya Ya,John Lennon,Unknown,00:02:11,track
423,Dream Lover,Johnny Burnette,Pure Rock & Roll CD 2,00:02:24,track
424,I Walk The Line,Johnny Cash,American Rock 'N' Roll Anthems - CD1,00:02:46,track
425,Ring Of Fire,Johnny Cash,The Legend Of,00:02:37,track
426,A Thousand Stars,Kathy Young And The Innocents,Unknown,00:03:14,track
427,Rock And Roll,Led Zeppelin,Unknown,00:03:39,track
428,Heeby Jeebies,Little Richard,Unknown,00:02:11,track
429,Ooh! My Soul,Little Richard,The Very Best Of Rock'N'Roll C,00:02:17,track
430,Tutti Frutti,Little Richard,60 Rock N Roll Jukebox-CD 1,00:02:25,track
431,Fever,Little Willie John,Unknown,00:02:44,track
432,Hoochie Coochie Man,Muddy Waters,American Rock 'N' Roll Anthems - CD1,00:02:50,track
433,Mannish Boy,Muddy Waters,American Rock 'N' Roll Anthems - CD3,00:02:57,track
434,Rollin' Stone,Muddy Waters,American Rock 'N' Roll Anthems - CD2,00:03:06,track
435,I Fall To Pieces,Patsy Cline,The Golden Age Of American Rock 'n' Roll: Special Country Edition,00:02:49,track
436,Baby I Don't Care,Queen,Unknown,00:01:37,track
437,Tutti Frutti,Queen,Unknown,00:02:54,track
438,Girl Of My Best Friend,Ral Donner,Unknown,00:02:15,track
439,You Don't Know What You've Got,Ral Donner,Unknown,00:02:11,track
440,Drown In My Own Tears,Ray Charles,The Very Best Of Ray Charles,00:03:20,track
441,Whole Lotta Shakin Goin On,Ricky Nelson,Pure  Rock & Roll CD 1,00:02:12,track
442,Wonderful World,Sam Cooke,American Rock 'N' Roll Anthems - CD1,00:02:06,track
443,Rock Around The Clock,Sex Pistols,Unknown,00:02:05,track
444,Five Foot Two Eyes Of Blue,Shane Fenton & The Fentones,Pure Rock & Roll CD 2,00:02:13,track
445,Leader Of The Pack,Shangrilas,Unknown,00:02:51,track
446,I Got You Babe,Sonny & Cher,Simply The Best Of The 60's CD1,00:03:12,track
447,I Love To Boogie,T Rex,Unknown,00:02:10,track
448,Rock 'n' Roll Music,The Beatles,Unknown,00:02:30,track
449,Please Mr. Postman,The Marvelettes,Unknown,00:02:29,track
450,Only You,The Platters,Billboard Top Rock'n'Roll Hits 1955,00:02:40,track
451,Fishnet Stockings,The Stray Cats,Unknown,00:02:21,track
452,Ubangi Stomp,The Stray Cats,Unknown,00:03:16,track
453,Telstar,The Tornadoes,100 Hits Legends Of Rock'n'Roll - Disc 5,00:03:14,track
454,Heading For The Light,The Traveling Wilburys,"Traveling Wilburys, Vol. 1",00:03:36,track
455,He Never Came Back,The Ventures,Unknown,00:01:41,track
456,Let's Have a Party,Wanda Jackson,The very Best of Rock'n Roll C,00:02:18,track
457,Hard Headed Woman,Wanda Jackson,Pure Rock & Roll CD 3,00:01:59,track
458,Right Or Wrong,Wanda Jackson,The Golden Age Of American Rock 'n' Roll: Special Country Edition,00:02:39,track
459,Yakety-Yak,Wanda Jackson,Pure Rock & Roll CD 2,00:02:09,track
460,Saturday Night,Country Gentleman,"Mindrockers, Vol.12",00:01:52,track
461,Saturday Town,Darlings,Fairytales Can Come True - UK Popsike From The Late 60's,00:01:55,track
462,Gonna Hurry (As Slow As I Can),Dolly Parton,Dolly - Disc 1 of 4,00:01:43,track
463,Here You Come Again,Dolly Parton,Dolly (Disc 3),00:02:53,track
464,I Will Always Love You,Dolly Parton,#1983,00:02:55,track
465,Save The Last Dance For Me (Recorded 1983),Dolly Parton,Dolly - Disc 4 of 4,00:03:50,track
466,Touch Your Woman,Dolly Parton,Dolly - Disc 2 of 4,00:02:40,track
467,We Used To,Dolly Parton,Dolly (Disc 3),00:03:11,track
468,You're The Only One,Dolly Parton,Dolly (Disc 3),00:03:19,track
469,Catch The Wind,Donovan,100 Hits - Classic 60s Disc 4,00:02:54,track
470,Colours,Donovan,The British Invasion : The History of British Rock Vol.3,00:02:47,track
471,Atlantis,Donovan,Simply The Best Of The 60's CD3,00:05:01,track
472,Hurdy Gurdy Man,Donovan,The British Invasion : The History of British Rock Vol.8,00:03:16,track
473,Mellow Yellow,Donovan,Greatest Hits...And More,00:03:41,track
474,Lalena,Donovan,The British Invasion : The History of British Rock Vol.9,00:02:58,track
475,Universal Soldier,Donovan,Unknown,00:02:13,track
476,Sunshine Superman,Donovan,Simply The Best Of The 60's CD2,00:04:32,track
477,Candle in the Wind,Elton John,Greatest Hits [1992 Polydor 314 512 532-2] USA,00:03:49,track
478,Crocodile Rock,Elton John,Greatest Hits [1992 Polydor 314 512 532-2] USA,00:03:55,track
479,Don't Go Breaking My Heart,Elton John,Greatest Hits Volume II [1984 Carrere 96.088] France,00:04:23,track
480,Goodbye Yellow Brick Road,Elton John,Greatest Hits [1992 Polydor 314 512 532-2] USA,00:03:14,track
481,I Saw Her Standing There,Elton John feat. John Lennon,Rare Masters CD2 [1992 DJM Records 514 305-2] Germany,00:03:51,track
482,I've Been Loving You,Elton John,Rare Masters CD1 [1992 DJM Records 514 305-2] Germany,00:03:18,track
483,I'm Still Standing,Elton John,Greatest Hits Volume III 1979-1987 [1987 Geffen 9 24153-2] USA,00:03:04,track
484,It's Me That You Need,Elton John,Lady Samantha [1998 Phonogram 832 019-2] Germany,00:03:59,track
485,Too Low For Zero,Elton John,Greatest Hits Volume III 1979-1987 [1987 Geffen 9 24153-2] USA,00:05:47,track
486,Your Song,Elton John,Greatest Hits [1992 Polydor 314 512 532-2] USA,00:04:01,track
487,Beautiful Girl,INXS,Shine Like It Does - The Anthology - 1979-1997 (disc 2),00:03:11,track
488,Elegantly Wasted,INXS,Shine Like It Does - The Anthology - 1979-1997 (disc 2),00:03:54,track
489,Devil Inside,INXS,Shine Like It Does - The Anthology - 1979-1997 (disc 2),00:03:57,track
490,Need You Tonight,INXS,Shine Like It Does - The Anthology - 1979-1997 (disc 2),00:03:04,track
491,Never Tear Us Apart,INXS,Shine Like It Does - The Anthology - 1979-1997 (disc 2),00:03:06,track
492,Suicide Blonde,INXS,Unknown,00:03:51,track
493,A Thousand Kisses Deep,Leonard Cohen,Ten New Songs,00:06:25,track
494,Alexandra Leaving,Leonard Cohen,Ten New Songs,00:05:22,track
495,Ain't No Cure for Love,Leonard Cohen,I'm Your Man,00:04:49,track
496,Anthem,Leonard Cohen,The Future,00:06:05,track
497,Be for Real,Leonard Cohen,The Future,00:04:28,track
498,Chelsea Hotel #2,Leonard Cohen,New Skin For The Old Ceremony,00:03:08,track
499,Come Healing,Leonard Cohen,Old Ideas,00:02:52,track
500,Closing Time,Leonard Cohen,The Future,00:05:58,track
501,Coming Back to You,Leonard Cohen,Various Positions,00:03:33,track
502,Dance Me to the End of Love,Leonard Cohen,Various Positions,00:04:40,track
503,Darkness,Leonard Cohen,Old Ideas,00:04:29,track
504,Democracy,Leonard Cohen,The Future,00:07:12,track
505,Everybody Knows,Leonard Cohen,I'm Your Man,00:05:34,track
506,Famous Blue Raincoat,Leonard Cohen,Songs of Love and Hate,00:05:10,track
507,Go No More A-Roving,Leonard Cohen,Dear Heather,00:03:40,track
508,First We Take Manhattan,Leonard Cohen,I'm Your Man,00:05:59,track
509,Hallelujah,Leonard Cohen,Various Positions,00:04:37,track
510,Here It Is,Leonard Cohen,Ten New Songs,00:04:14,track
511,I Can't Forget,Leonard Cohen,I'm Your Man,00:04:29,track
512,I'm Your Man,Leonard Cohen,I'm Your Man,00:04:25,track
513,If I Didn't Have Your Love,Leonard Cohen,You Want It Darker,00:03:36,track
514,If It Be Your Will,Leonard Cohen,Various Positions,00:03:44,track
515,In My Secret Life,Leonard Cohen,Ten New Songs,00:04:53,track
516,Leaving the Table,Leonard Cohen,You Want It Darker,00:03:47,track
517,Love Itself,Leonard Cohen,Ten New Songs,00:05:23,track
518,Lullaby,Leonard Cohen,Old Ideas,00:04:45,track
519,On the Level,Leonard Cohen,You Want It Darker,00:03:27,track
520,Show Me the Place,Leonard Cohen,Old Ideas,00:04:09,track
521,Steer Your Way,Leonard Cohen,You Want It Darker,00:04:23,track
522,"So Long, Marianne",Leonard Cohen,Songs of Leonard Cohen (Bonus Track Version),00:05:40,track
523,String Reprise / Treaty,Leonard Cohen,You Want It Darker,00:03:27,track
524,Suzanne,Leonard Cohen,Unknown,00:03:51,track
525,Take This Waltz,Leonard Cohen,I'm Your Man,00:05:59,track
526,The Guests,Leonard Cohen,Recent Songs,00:06:40,track
527,The Future,Leonard Cohen,The Future,00:06:40,track
528,Tower of Song,Leonard Cohen,I'm Your Man,00:05:38,track
529,Traveling Light,Leonard Cohen,You Want It Darker,00:04:22,track
530,Treaty,Leonard Cohen,You Want It Darker,00:04:02,track
531,Waiting for the Miracle,Leonard Cohen,The Future,00:07:41,track
532,Who By Fire,Leonard Cohen,New Skin for the Old Ceremony,00:02:33,track
533,You Want It Darker,Leonard Cohen,You Want It Darker,00:04:44,track
534,A Rainy Night In Soho,The Pogues,The Very Best Of The Pogues,00:04:45,track
535,Wings of the Dawn (Original Session) [feat. Alison Krauss],Sierra Hull,Weighted Mind (The Original Sessions),00:03:08,track
536,Half Step Off,SpyTones,SpyTones 3,00:03:03,track
537,Mother Earth and Father Time (Feat. The Secret Sisters),Shovels & Rope,Busted Jukebox Vol. 3,00:02:21,track
538,What a Wonderful World (Feat. John Paul White),Shovels & Rope,Busted Jukebox Vol. 3,00:03:16,track
539,I'll Be Fine (Original Session),Sierra Hull,Weighted Mind (The Original Sessions),00:03:21,track
540,We Are Storm,The Daintees,"""Big Sky"" (FREE EP)",00:03:42,track
541,One Drop,Bob Marley & The Wailers,Natural Mystic,00:03:52,track
542,Women And Wives,Paul McCartney,McCartney III,00:02:52,track
543,Bold As Love,The Jimi Hendrix Experience,Axis Bold As Love,00:04:11,track
544,Little Miss Lover,The Jimi Hendrix Experience,Axis Bold As Love,00:02:24,track
545,Clear Spot,Captain Beefheart,Clear Spot,00:03:41,track
546,Crazy Little Thing,Captain Beefheart,Clear Spot,00:02:39,track
547,Her Eyes Are a Blue Million Miles,Captain Beefheart,Clear Spot,00:02:57,track
548,Lo Yo Yo Stuff,Captain Beefheart,Clear Spot,00:03:42,track
549,My Head Is My Only House Unless It Rains,Captain Beefheart,Clear Spot,00:03:00,track
550,Too Much Time,Captain Beefheart,Clear Spot,00:02:50,track
551,Harry Irene,Captain Beefheart,Out-Takes,00:03:33,track
552,Love You Till Tuesday,David Bowie,David Bowie,00:03:08,track
553,Rubber Band,David Bowie,David Bowie,00:02:17,track
554,Cygnet Committee,David Bowie,Space Oddity,00:09:32,track
555,God Knows I'm Good,David Bowie,Space Oddity,00:03:16,track
556,Space Oddity,David Bowie,Best of Bowie,00:05:15,track
557,Wild Eyed Boy from Freecloud,David Bowie,Space Oddity,00:04:47,track
558,Black Country Rock,David Bowie,The Man Who Sold the World (Remastered),00:03:34,track
559,All the Madmen,David Bowie,The Man Who Sold the World (Remastered),00:05:38,track
560,The Man Who Sold the World,David Bowie,The Man Who Sold the World (Remastered),00:03:56,track
561,Oh! You Pretty Things,David Bowie,Hunky Dory,00:03:12,track
562,Quicksand,David Bowie,Hunky Dory,00:05:03,track
563,Life On Mars?,David Bowie,Hunky Dory,00:03:49,track
564,Song for Bob Dylan,David Bowie,Hunky Dory,00:04:12,track
565,Five Years,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition),00:04:43,track
566,Rock 'N' Roll Suicide,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition),00:02:59,track
567,Moonage Daydream,David Bowie,Unknown,00:04:39,track
568,Soul Love,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition),00:03:33,track
569,Starman,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition),00:04:13,track
570,Ziggy Stardust,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition),00:03:14,track
571,All the Young Dudes,David Bowie,Aladdin Sane (30th Anniversary Edition),00:04:11,track
572,Aladdin Sane,David Bowie,Aladdin Sane (30th Anniversary Edition),00:05:07,track
573,Let's Spend the Night Together,David Bowie,Aladdin Sane (30th Anniversary Edition),00:03:10,track
574,The Prettiest Star,David Bowie,Aladdin Sane (30th Anniversary Edition),00:03:31,track
575,Friday On My Mind,David Bowie,Pin Ups,00:02:56,track
576,I Can't Explain,David Bowie,Pin Ups,00:02:11,track
577,Rebel Rebel,David Bowie,Unknown,00:04:32,track
578,Across the Universe,David Bowie,Young Americans,00:04:31,track
579,Who Can I Be Now?,David Bowie,Young Americans,00:04:39,track
580,Wild Is the Wind,David Bowie,Station to Station (Deluxe Edition),00:06:01,track
581,Heroes,David Bowie,"""Heroes"" (Remastered)",00:06:08,track
582,Always Crashing In the Same Car,David Bowie,Low,00:03:33,track
583,Ashes to Ashes,David Bowie,Scary Monsters (And Super Creeps),00:04:24,track
584,China Girl,David Bowie,Unknown,00:04:11,track
585,Modern Love,David Bowie,Let's Dance,00:04:47,track
586,Let's Dance,David Bowie,Let's Dance,00:07:39,track
587,God Only Knows,David Bowie,Tonight,00:03:08,track
588,Tonight,David Bowie,Tonight,00:03:47,track
589,Jump They Say,David Bowie,Black Tie White Noise (10th Anniversary Version),00:04:25,track
590,Something In The Air,David Bowie,Hours... (Bonus Track Version),00:05:45,track
591,Thursday's Child,David Bowie,Hours... (Bonus Track Version),00:05:21,track
592,Conversation Piece,David Bowie,Heathen,00:03:52,track
593,Everyone Says 'Hi',David Bowie,Heathen,00:03:57,track
594,Slow Burn,David Bowie,Heathen,00:04:40,track
595,Sunday,David Bowie,Heathen,00:04:45,track
596,Lady Stardust,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition),00:03:33,track
597,Moonage Daydream (Arnold Corns Version),David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition),00:03:53,track
598,Velvet Goldmine,David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition),00:03:13,track
599,Ziggy Stardust (Demo),David Bowie,The Rise and Fall of Ziggy Stardust and the Spiders from Mars (30th Anniversary Edition),00:03:38,track
600,Days,David Bowie,Reality,00:03:19,track
601,Fall Dog Bombs the Moon,David Bowie,Reality,00:04:02,track
602,Looking for Water,David Bowie,Reality,00:03:28,track
603,(You Will) Set the World On Fire,David Bowie,The Next Day Extra,00:03:32,track
604,The Stars (Are Out Tonight),David Bowie,The Next Day Extra,00:03:57,track
605,Valentine's Day,David Bowie,The Next Day Extra,00:03:02,track
606,Where Are We Now,David Bowie,The Next Day (Deluxe Version),00:04:09,track
607,You Feel So Lonely You Could Die,David Bowie,The Next Day Extra,00:04:37,track
608,'Tis a Pity She Was a Whore,David Bowie,Blackstar,00:04:52,track
609,Dollar Days,David Bowie,Blackstar,00:04:44,track
610,Blackstar,David Bowie,Blackstar,00:09:57,track
611,Lazarus,David Bowie,Blackstar,00:06:22,track
612,Sue (Or In a Season of Crime),David Bowie,Blackstar,00:04:40,track
613,Америка,Брати Гадюкiни,Всьо Чотко,00:04:51,track
614,Боже не дай,Брати Гадюкiни,Було не любити,00:04:18,track
